,Log2FC,Std.Error,df,t value,Pr(>|t|),FDR,diffexpressed,delabel
CMA1,-0.613419085,0.16586902,110.9654232,-3.698213712,0.000339298,0.004882126,NO,NA
KCNAB3,-0.599427552,0.161725526,103.7719777,-3.706449849,0.000339267,0.004882126,NO,NA
CYP2D7,-0.633095135,0.171251893,110.4657576,-3.69686504,0.000341543,0.004904591,NO,NA
CDK16,0.644635242,0.174478824,112.1832484,3.694633128,0.000342043,0.004904591,NO,NA
PPP1R3E,-0.636465485,0.169326103,71.77404095,-3.758814945,0.00034494,0.004937581,NO,NA
NUP43,-0.744387162,0.196830369,63.63392169,-3.781871493,0.000346184,0.00493834,NO,NA
RPS25,0.485607795,0.130694668,92.06578277,3.715589954,0.000347597,0.004949968,NO,NA
ANKRD36C,-0.909436091,0.246738405,112.3082263,-3.685831114,0.000352594,0.005012516,NO,NA
SYNCRIP,0.5974245,0.162235128,115.113108,3.682460811,0.000353277,0.005013633,NO,NA
RGS3,-0.657821,0.178289695,106.6920423,-3.689618745,0.000355447,0.005035802,NO,NA
BMERB1,0.615963418,0.166952596,105.475331,3.689450969,0.0003574,0.005054832,NO,NA
EBPL,0.702439169,0.191080299,114.5196854,3.676146472,0.00036192,0.005110038,NO,NA
XPOT,0.579378719,0.157480187,110.3121101,3.679057861,0.000363684,0.005126212,NO,NA
HMGB1,0.470634345,0.128122408,114.7931366,3.673317977,0.000365178,0.005138539,NO,NA
MARK2,-0.510661645,0.13849959,101.6606847,-3.687098609,0.000366152,0.005143511,NO,NA
MAN1A2,-0.838934509,0.228878501,117.3412186,-3.665414211,0.000372245,0.005211429,NO,NA
VPS16,-0.784849093,0.212261144,89.21538828,-3.69756367,0.000375525,0.00524848,NO,NA
FBRS,-0.477928408,0.129642178,95.90061286,-3.686519433,0.000376696,0.005251937,NO,NA
EIF2AK2,0.989520078,0.268694939,97.54227092,3.682689682,0.000378726,0.005266578,NO,NA
NPEPL1,-0.834588676,0.228026442,116.6565455,-3.660052175,0.000380148,0.005277503,NO,NA
ZNF395,-0.891093554,0.243802841,114.418383,-3.654976084,0.000389844,0.005403058,NO,NA
PAFAH1B1,0.559912508,0.153387543,117.5720053,3.650312785,0.00039215,0.00540788,NO,NA
CNOT3,-0.623192372,0.170982014,117.9924382,-3.644783204,0.000399263,0.005496828,NO,NA
MYLIP,-0.759669814,0.208452824,116.8524648,-3.64432488,0.00040136,0.005516539,NO,NA
DYNLL1,0.336913664,0.092313723,108.421183,3.649659587,0.000405658,0.005566379,NO,NA
DGKQ,-0.767008442,0.210238015,109.2322724,-3.648286173,0.000406373,0.005566981,NO,NA
BTF3,0.524034743,0.143669195,101.8452404,3.647509424,0.000419407,0.005726593,NO,NA
TTLL3,-0.88569207,0.243637536,113.423127,-3.635285785,0.000418896,0.005726593,NO,NA
MAP3K11,-0.735882656,0.202667156,116.6483121,-3.630991174,0.000420717,0.005735038,NO,NA
