"","Log2FC","Std.Error","df","t value","Pr(>|t|)","FDR","diffexpressed","delabel"
"EMD",-0.0941679469166704,0.221376359802598,40.7626650964578,-0.4253749000148,0.672800792284511,0.862085018925827,"NO",NA
"EPHX1",-0.286694462630458,0.258421989339046,52.1871669731996,-1.10940428623634,0.272341983546522,0.595759940203122,"NO",NA
"FAH",-0.111249724264817,0.330025415151858,48.4106516737442,-0.337094415027481,0.737502873389247,0.894070500039311,"NO",NA
"FH",-0.234488489647072,0.27009275890597,33.1115015654664,-0.868177623853685,0.391546206389876,0.68670987990081,"NO",NA
"GCH1",0.732768216786495,0.304197114057239,32.8571555281335,2.40885985739041,0.0217713624424162,0.160114489693958,"NO",NA
"GPI",-0.184979731979035,0.31181720575843,40.0544137406891,-0.593231318102255,0.556361505917398,0.79652591871477,"NO",NA
"GSN",-0.459811846124565,0.334822604923216,51.1517905928709,-1.37329988884715,0.175649019254891,0.493176309939657,"NO",NA
"GSS",-0.196151320998275,0.297816749120055,30.2434628691954,-0.658630925150561,0.515116117143142,0.769382765870317,"NO",NA
"GUSB",0.0921162743761582,0.265234922740525,56.9999999998791,0.347300700165619,0.729644536028499,0.890163084591437,"NO",NA
"HADHA",-0.0520534899051697,0.322398573941421,53.237671498481,-0.161456948363015,0.872344698183663,0.950989473548102,"NO",NA
